first_name,middle_name,last_name,gender,country,country_code,nationality,birth_date,passport_number,passport_mrz,passport_issue_date,passport_expiry_date,client_id
Melanie,Luisa,Maier,F,Austria,AUT,Austrian,2004-02-21,RV1489512,"['P<AUTMAIER<<MELANIE<LUISA<<<<<<<<<<<<<<<<<<<<', 'RV1489512AUT040221<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-06-28,2030-06-27,1263
Capucine,Ingrid,Dubois,F,France,FRA,French,1962-10-02,AE8944005,"['P<FRADUBOIS<<CAPUCINE<INGRID<<<<<<<<<<<<<<<<<', 'AE8944005FRA621002<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-09-22,2028-09-21,4711
Jessica,Carolin,Klein,F,Germany,DEU,German,1982-06-10,VK7249959,"['P<DEUKLEIN<<JESSICA<CAROLIN<<<<<<<<<<<<<<<<<<', 'VK7249959DEU820610<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-03-21,2033-03-20,1051
Maier,Wolf,Schmidt,M,Germany,DEU,German,2000-07-31,JX1153588,"['P<DEUSCHMIDT<<MAIER<<<<<<<<<<<<<<<<<<<<<<<<<<', 'JX1153588DEU000731<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-04-10,2027-04-09,4523
Müller,Riedo,Gmür,M,Switzerland,CHE,Swiss,1987-10-17,AD1225835,"['P<CHEGMÜR<<MÜLLER<RIEDO<<<<<<<<<<<<<<<<<<<<<<', 'AD1225835CHE871017<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-06-11,2030-06-10,6274
Navarro,Ramos,Ibáñez,M,Spain,ESP,Spanish,1961-12-24,XR8813473,"['P<ESPNAVARRO<<IBÁÑEZ<RAMOS<<<<<<<<<<<<<<<<<<<', 'XR8813473ESP611224<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2016-04-14,2026-04-13,3706
Ahonen,Salo,Salminen,M,Finland,FIN,Finnish,2002-09-20,LZ3742405,"['P<FINSALMINEN<<AHONEN<SALO<<<<<<<<<<<<<<<<<<<', 'LZ3742405FIN020920<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-04-26,2033-04-25,8914
Julia,Emma,Werner,F,Switzerland,CHE,Swiss,1960-01-14,OI0743048,"['P<CHEWERNER<<JULIA<EMMA<<<<<<<<<<<<<<<<<<<<<<', 'OI0743048CHE600114<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-01-04,2028-01-03,7160
Kaufmann,Burkart,Müller,M,Switzerland,CHE,Swiss,1961-04-09,XJ3834007,"['P<CHEMÜLLER<<KAUFMANN<BURKART<<<<<<<<<<<<<<<<', 'XJ3834007CHE610409<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-04-11,2031-04-10,976
Mia,Carolin,Schmitz,F,Germany,DE,German,1974-01-04,TC9290584,"['P<DEUSCHMITZ<<MIA<CAROLIN<<<<<<<<<<<<<<<<<<<<', 'TC9290584DEU740104<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-08-02,2031-08-01,8128
Kaufmann,Furrer,Gmür,M,Switzerland,CHE,Swiss,1990-05-04,US8797510,"['P<CHEGMÜR<<KAUFMANN<FURRER<<<<<<<<<<<<<<<<<<<', 'US8797510CHE900504<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-03-25,2031-03-24,2412
Inès,Léa,Marchand,F,France,FRA,French,1993-03-19,OV7933491,"['P<FRAMARCHAND<<INÈS<LÉA<<<<<<<<<<<<<<<<<<<<<<', 'OV7933491FRA930319<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-01-31,2028-01-30,1297
Elisabeth,,Roth,F,Switzerland,CHE,Swiss,1967-07-17,VM7078590,"['P<CHEROTH<<ELISABETH<<<<<<<<<<<<<<<<<<<<<<<<<', 'VM7078590CHE670717<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-10-25,2034-10-24,5637
Isa,Daantje,Snijders,F,Netherlands,NLD,Dutch,1991-10-06,BF4267245,"['P<NLDISA<<SNIJDERS<DAANTJE<<<<<<<<<<<<<<<<<<<', 'BF4267245NLD911006<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-06-28,2029-06-27,5405
Helmi,Heta,Savolainen,F,Finland,FIN,Finnish,1959-12-25,TT5479035,"['P<FINSAVOLAINEN<<HELMI<HETA<<<<<<<<<<<<<<<<<<', 'TT5479035FIN591225<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-11-24,2032-11-23,1899
Sofia,Gaia,Celli,F,Italy,ITA,Italian,1962-07-03,PE9165710,"['P<ITACELLI<<SOFIA<GAIA<<<<<<<<<<<<<<<<<<<<<<<', 'PE9165710ITA620703<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-12-04,2028-12-03,7352
Egli,Frey,Ackermann,M,Switzerland,CHE,Swiss,1969-01-23,EV4868383,"['P<CHEACKERMANN<<EGLI<FREY<<<<<<<<<<<<<<<<<<<<', 'EV4868383CHE690123<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-05-03,2031-05-02,378
Louis,Boucher,Marchand,M,France,FRA,French,1954-09-26,EQ3492325,"['P<FRAMARCHAND<<LOUIS<BOUCHER<<<<<<<<<<<<<<<<<', 'EQ3492325FRA540926<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2016-07-24,2026-07-23,6280
Hofer,Hinterleitner,Schmid,M,Austria,AUT,Austrian,1974-03-07,NZ2672649,"['P<AUTSCHMID<<HOFER<HINTERLEITNER<<<<<<<<<<<<<', 'NZ2672649AUT740307<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-06-17,2033-06-16,2620
Léa,,Lefebvre,F,France,FRA,French,1964-02-02,HH0723438,"['P<FRALEFEBVRE<<LÉA<<<<<<<<<<<<<<<<<<<<<<<<<<<', 'HH0723438FRA640202<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2016-09-07,2026-09-06,5061
Luisa,Karoline,Rieder,F,Austria,AUT,Austrian,1959-12-28,EG9760432,"['P<AUTRIEDER<<LUISA<KAROLINE<<<<<<<<<<<<<<<<<<', 'EG9760432AUT591228<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-02-25,2029-02-24,7736
Sofía,Consuelo,Hernández,F,Spain,ESP,Spanish,1959-06-02,LU3966960,"['P<ESPHERNÁNDEZ<<SOFÍA<CONSUELO<<<<<<<<<<<<<<<', 'LU3966960ESP590602<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-09-18,2028-09-17,2244
Dominique,Caroline,Werner,F,Switzerland,SUI,Swiss,1984-02-26,OU8433506,"['P<CHWERNER<<DOMINIQUE<CAROLINE<<<<<<<<<<<<<<<', 'OU8433506CH840226<<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-02-12,2030-02-11,3396
Scholz,Schäfer,Weber,M,Germany,DEU,German,1987-10-19,XZ5867600,"['P<DEUWEBER<<SCHOLZ<SCHÄFER<<<<<<<<<<<<<<<<<<<', 'XZ5867600DEU871019<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-11-06,2029-11-05,3998
Alma, Cecilie,Hansen,F,Denmark,DNK,Danish,1980-11-10,GP0056517,"['P<DNKHANSEN<<ALMA< CECILIE<<<<<<<<<<<<<<<<<<<', 'GP0056517DNK801110<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-05-26,2032-05-25,7504
Meier,Klein,Mayer,M,Germany,DEU,German,1993-08-23,MM1768042,"['P<DEUMAYER<<MEIER<KLEIN<<<<<<<<<<<<<<<<<<<<<<', 'MM1768042DEU930823<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-11-23,2031-11-22,2076
Fabbri,Rossi,Galli,M,Italy,ITA,Italian,1977-06-04,WZ4252253,"['P<ITAGALLI<<FABBRI<ROSSI<<<<<<<<<<<<<<<<<<<<<', 'WZ4252253ITA770604<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-03-31,2031-03-30,22
Antonia,Araceli,Hernández,F,Spain,ESP,Spanish,1990-08-16,ED3791271,"['P<ESPHERNÁNDEZ<<ANTONIA<ARACELI<<<<<<<<<<<<<<', 'ED3791271ESP900816<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2016-08-19,2026-08-18,4381
Chiara,Dominique,Frey,F,Switzerland,CHE,Swiss,1971-04-12,ZP9854938,"['P<CHEFREY<<CHIARA<DOMINIQUE<<<<<<<<<<<<<<<<<<', 'ZP9854938CHE710412<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-05-08,2027-05-07,5253
Gwendolyn,Isabel,Maier,F,Italy,DEU,Italian,1962-12-11,ZZ0617631,"['P<DEUMAIER<<GWENDOLYN<ISABEL<<<<<<<<<<<<<<<<<', 'ZZ0617631DEU621126<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2016-12-18,2026-12-17,7399
Barbara,Chiara,Zbinden,F,Switzerland,CHE,Swiss,1981-02-02,KS9788924,"['P<CHEZBINDEN<<BARBARA<CHIARA<<<<<<<<<<<<<<<<<', 'KS9788924CHE810202<<<<<<<<<<<<<<<<<<<<<<<<<<<']",1974-01-02,1984-01-01,3739
Élise,Anaïs,Dumont,F,Belgium,BEL,Belgian,2001-06-17,WM9530772,"['P<BELDUMONT<<ÉLISE<ANAÏS<<<<<<<<<<<<<<<<<<<<<', 'WM9530772BEL010617<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-07-02,2028-07-01,9203
Jessica,Emma,Schmitz,F,Germany,DEU,German,2010-10-23,LY4236896,"['P<DEUSCHMITZ<<JESSICA<EMMA<<<<<<<<<<<<<<<<<<<', 'LY4236896DEU011023<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2016-06-24,2026-06-23,1852
Robert,Fournier,Martin,M,France,F,French,1954-10-31,DI9989788,"['P<FRAMARTIN<<ROBERT<FOURNIER<<<<<<<<<<<<<<<<<', 'DI9989788FRA541031<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2016-12-15,2026-12-14,181
Oddershede,Hansen,Østergaard,M,Denmark,DNK,Danish,1991-04-18,XT9543845,"['P<DNKØSTERGAARD<<ODDERSHEDE<HANSEN<<<<<<<<<<<', 'XT9543845DNK910418<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-04-12,2031-04-11,6079
Mäkinen,Piirainen,Mustonen,M,Finland,FIN,Finnish,1975-06-02,QQ5301014,"['P<FINMUSTONEN<<MÄKINEN<PIIRAINEN<<<<<<<<<<<<<', 'QQ5301014FIN750602<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-04-28,2034-04-27,7997
Willems,Verhoeven,Dekkers,M,Netherlands,NLD,Dutch,2000-02-24,LC4044226,"['P<NLDDEKKERS<<WILLEMS<VERHOEVEN<<<<<<<<<<<<<<', 'LC4044226NLD000224<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-04-22,2027-04-21,6845
Fabbri,,Lotti,M,Italy,ITA,Italian,1993-05-01,EY9518158,"['P<ITALOTTI<<FABBRI<<<<<<<<<<<<<<<<<<<<<<<<<<<', 'EY9518158ITA930501<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-06-06,2033-06-05,9031
Santoro,Bianchi,Marini,M,Italy,ITA,Italian,1971-01-12,KC4870189,"['P<ITAMARINI<<SANTORO<BIANCHI<<<<<<<<<<<<<<<<<', 'KC4870189ITA710112<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-06-03,2029-06-02,1638
Virtanen,,Piirainen,M,Finland,FIN,Finnish,1961-11-13,KA9483932,"['P<FINPIIRAINEN<<VIRTANEN<<<<<<<<<<<<<<<<<<<<<', 'KA9483932FIN611113<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-06-29,2033-06-28,5298
Ophélie,Hortense,Simon,F,France,FRA,French,1991-06-06,NZ2963666,"['P<FRASIMON<<OPHÉLIE<HORTENSE<<<<<<<<<<<<<<<<<', 'NZ2963666FRA910606<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-02-27,2027-02-26,2881
Renate,Melanie,Binder,F,Austria,AUT,Austrian,1966-03-13,CH1422353,"['P<AUTBINDER<<RENATE<MELANIE<<<<<<<<<<<<<<<<<<', 'CH1422353AUT660313<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-10-11,2031-10-10,3953
Sofía,Almudena,Rodrígqez,F,Spain,ESP,Spanish,1978-05-22,JW5053272,"['P<ESPRODRÍGUEZ<<SOFÍA<ALMUDENA<<<<<<<<<<<<<<<', 'JW5053272ESP780522<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-03-16,2033-03-15,9455
Anniina,Josefiina,Ahonen,F,Finland,FIN,Finnish,1985-03-14,WV6832992,"['P<FINAHONEN<<ANNIINA<JOSEFIINA<<<<<<<<<<<<<<<', 'WV6832992FIN850314<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-08-30,2031-08-29,8587
Daphné,Florence,Lambrechts,F,Belgium,BEL,Belgian,1979-12-26,CI2938374,"['P<BELLAMBRECHTS<<FLORENCE<DAPHNÉ<<<<<<<<<<<<<', 'CI2938374BEL791226<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-09-30,2030-09-29,9667
Robert,,Lefebvre,M,France,FRA,French,2003-08-15,TL9174504,"['P<FRALEFEBVRE<<ROBERT<<<<<<<<<<<<<<<<<<<<<<<<', 'TL9174504FRA030815<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-05-02,2027-05-01,4944
Lehmann,Ackermann,Zbinden,M,Switzerland,CHE,Swiss,1956-06-02,RU4981820,"['P<CHEZBINDEN<<LEHMANN<ACKERMANN<<<<<<<<<<<<<<', 'RU4981820CHE560602<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-05-05,2032-05-04,5896
Almudena,Catalina,González,F,Spain,ESP,Spanish,1954-11-07,WS7600636,"['P<ESPGONZÁLEZ<<ALMUDENA<CATALINA<<<<<<<<<<<<<', 'WS7600636ESP541107<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-10-03,2028-10-02,4178
Stevens,Voorn,Brinkman,M,Netherlands,NLD,Dutch,1999-06-17,GL2767318,"['P<NLDBRINKMAN<<STEVENS<VOORN<<<<<<<<<<<<<<<<<', 'GL2767318NLD990617<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-01-23,2032-01-22,2875
Jacqueline,Benita,Krüger,F,Germany,DEU,German,1974-08-24,KN8777253,"['P<DEUKRÜGER<<JACQUELINE<BENITA<<<<<<<<<<<<<<<', 'KN8777253DEU740824<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-01-21,2034-01-20,511
Sofia,Lina,Koch,F,Germany,DEU,German,1966-10-14,ZO6611177,"['P<DEUKOCH<<SOFIA<LINA<<<<<<<<<<<<<<<<<<<<<<<<', 'ZO6611177DEU661014<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-01-31,2032-01-30,2049
María,Carmen,Gómez,F,Spain,ESP,Spanish,1984-10-08,TK6938172,"['P<ESPGÓMEZ<<MARÍA<CARMEN<<<<<<<<<<<<<<<<<<<<<', 'T6K938172ESP841008<<<<<<<<<<<<<<<<<<<<<<<<<<<']",1972-07-07,1982-07-06,8573
Alice,Delphine,Dubois,F,France,FRA,French,1996-02-05,SQ3236272,"['P<FRADUBOIS<<ALICE<DELPHINE<<<<<<<<<<<<<<<<<<', 'SQ3236272FRA960205<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-04-18,2028-04-17,7709
Díaz,Jiménez,Soto,M,Spain,ESP,Spanish,1971-08-25,YY6771726,"['P<ESPSOTO<<DÍAZ<JIMÉNEZ<<<<<<<<<<<<<<<<<<<<<<', 'YY6771726ESP710825<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-11-02,2032-11-01,723
Huber,Kägi,Lehmann,M,Switzerland,CHE,Swiss,1987-09-20,JH3997996,"['P<CHELEHMANN<<HUBER<KÄGI<<<<<<<<<<<<<<<<<<<<<', 'JH3997996CHE870920<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-05-22,2027-05-21,9693
Louis,Nicolas,Richard,M,France,FRA,French,1982-04-09,MB3935033,"['P<FRARICHARD<<LOUIS<NICOLAS<<<<<<<<<<<<<<<<<<', 'MB3935033FRA820409<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-04-09,2034-04-08,8741
Emma,Katharina,Mayer,F,Germany,DEU,German,1968-09-09,IX8936824,"['P<DEUMAYER<<EMMA<KATHARINA<<<<<<<<<<<<<<<<<<<', 'IX8936824DEU680909<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-11-08,2031-11-07,5862
Schneider,,Frey,M,Switzerland,CHE,Swiss,1967-10-20,RG6981316,"['P<CHEFREY<<SCHNEIDER<<<<<<<<<<<<<<<<<<<<<<<<<', 'RG6981316CHE671020<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-06-21,2028-06-20,347
Eva,Alma,Jørgensen,F,Denmark,DNK,Danish,1982-12-19,ER7951636,"['P<DNKJØRGENSEN<<EVA<ALMA<<<<<<<<<<<<<<<<<<<<<', 'ER7951636DNK821219<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-11-24,2030-11-23,8325
Muñoz,,Jiménez,M,Spain,ESP,Spanish,2001-07-24,WA3741040,"['P<ESPJIMÉNEZ<<MUÑOZ<<<<<<<<<<<<<<<<<<<<<<<<<<', 'WA3741040ESP010724<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-11-23,2024-11-22,5608
Petra,Melanie,Krämer,F,Austria,AUT,Austrian,1998-10-23,JM5636024,"['P<AUTKRÄMER<<PETRA<MELANIE<<<<<<<<<<<<<<<<<<<', 'JM5636024AUT981023<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2016-07-27,2026-07-26,175
Thiry,,Segers,M,Belgium,BEL,Belgian,1972-12-13,VU2224980,"['P<BELSEGERS<<THIRY<<<<<<<<<<<<<<<<<<<<<<<<<<<', 'VU2224980BEL721213<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-12-22,2024-12-21,949
Smets,Goossens,De Smet,M,Belgium,BEL,Belgian,2002-02-03,MD1666705,"['P<BELDE SMET<<SMETS<GOOSSENS<<<<<<<<<<<<<<<<<', 'MD1666705BEL020203<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-01-15,2028-01-14,8117
Moens,Roelandts,Roose,M,Belgium,BEL,Belgian,1964-01-03,VW7921325,"['P<BELROOSE<<MOENS<ROELANDTS<<<<<<<<<<<<<<<<<<', 'VW7921325BEL640103<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-10-06,2024-10-05,7963
Daniela,Chiara,Frey,F,Switzerland,CHE,Swiss,1996-01-07,DM1437919,"['P<CHEFREY<<DANIELA<CHIARA<<<<<<<<<<<<<<<<<<<<', 'DM1437919CHE960107<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-07-04,2033-07-03,1255
Francisca,Fleur,Janssen,F,Netherlands,NLD,Dutch,1966-08-22,BW6018204,"['P<NLDJANSSEN<<FRANCISCA<FLEUR<<<<<<<<<<<<<<<<', 'BW6018204NLD660822<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-09-10,2033-09-09,4727
Anna,,Jost,F,Switzerland,CHE,Swiss,1974-01-19,GB1914229,"['P<CHEJOST<<ANNA<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<', 'GB1914229CHE870307<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2016-11-27,2026-11-26,6070
Antonia,Chiara,Galli,F,Italy,ITA,Italian,1975-01-13,MW7756773,"['P<ITAGALLI<<ANTONIA<CHIARA<<<<<<<<<<<<<<<<<<<', 'MW7756773ITA750113<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-01-24,2030-01-23,9804
Santoro,Bruno,Livi,M,Italy,ITA,Italian,1989-01-01,EN6076315,"['P<ITALIVI<<SANTORO<BRUNO<<<<<<<<<<<<<<<<<<<<<', 'EN6076315ITA890101<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-11-19,2027-11-18,188
Stam,Willems,Wagemakers,M,Netherlands,NLD,Dutch,1954-07-26,LR2052555,"['P<NLDWAGEMAKERS<<STAM<WILLEMS<<<<<<<<<<<<<<<<', 'LR2052555NLD540726<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-03-16,2033-03-15,9038
Hagenbuch,Burkart,Kuhn,M,Switzerland,CHE,Swiss,2003-10-29,GX6050724,"['P<CHEKUHN<<HAGENBUCH<BURKART<<<<<<<<<<<<<<<<<', 'GX6050724CHE031029<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-03-02,2028-03-01,3502
Janssen,Kuipers,Voorn,M,Netherlands,NLD,Dutch,1967-11-20,LX9885078,"['P<NLDVOORN<<JANSSEN<KUIPERS<<<<<<<<<<<<<<<<<<', 'LX9885078NLD671120<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-05-25,2030-05-24,6242
Laura,,Savolainen,F,Finland,FIN,Finnish,1989-01-20,RX8158416,"['P<FINSAVOLAINEN<<LAURA<<<<<<<<<<<<<<<<<<<<<<<', 'RX8158416FIN890120<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-05-15,2027-05-14,7390
Camilla,,Østergaard,F,Denmark,DNK,Danish,1970-06-01,SQ6190981,"['P<DNKØSTERGAARD<<CAMILLA<<<<<<<<<<<<<<<<<<<<<', 'SQ6190981DNK700601<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-12-15,2034-12-14,3730
Brunner,Jost,Schmid,M,Switzerland,CHE,Swiss,1963-11-15,SL5991602,"['P<CHESCHMID<<BRUNNER<JOST<<<<<<<<<<<<<<<<<<<<', 'SL5991602CHE631115<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-09-21,2030-09-20,1067
Sabrina,Fiona,Kaiser,F,Austria,AUT,Austrian,1958-06-16,XE5946228,"['P<AUTKAISER<<SABRINA<FIONA<<<<<<<<<<<<<<<<<<<', 'XE5946228AUT580616<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-02-09,2034-02-08,4515
Meijer,Veenhoven,De Jong,M,Netherlands,NLD,Dutch,1993-05-26,BI7282645,"['P<NLDDE JONG<<MEIJER<VEENHOVEN<<<<<<<<<<<<<<<', 'BI7282645NLD930526<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-11-08,2034-11-07,6626
Costanza,Gaia,Giordano,F,Italy,ITA,Italian,1997-08-09,AR4779077,"['P<ITAGIORDANO<<COSTANZA<GAIA<<<<<<<<<<<<<<<<<', 'AR4779077ITA970809<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-09-08,2027-09-07,3354
Britt,Astrid,Veenhoven,F,Netherlands,NLD,Dutch,2000-07-06,KQ8674284,"['P<NLDVEENHOVEN<<BRITT<ASTRID<<<<<<<<<<<<<<<<<', 'KQ8674284NLD000706<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-10-18,2032-10-17,2286
Maes,Mertens,Dumont,M,Belgium,BEL,Belgian,1977-07-21,NK2295058,"['P<BELDUMONT<<MAES<MERTENS<<<<<<<<<<<<<<<<<<<<', 'NK2295058BEL770721<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-11-12,2028-11-11,1403
Janssens,Smets,Mertens,M,Belgium,BEL,Belgian,1957-09-26,WL0066513,"['P<BELMERTENS<<JANSSENS<SMETS<<<<<<<<<<<<<<<<<', 'WL0066513BEL570926<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-01-06,2027-01-05,4171
Gertrud,Franziska,Fischer,F,Austria,AUT,Austrian,1975-05-08,CF4943056,"['P<AUTFISCHER<<GERTRUD<FRANZISKA<<<<<<<<<<<<<<', 'CF4943056AUT750508<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-03-06,2027-03-05,1631
Manon,Ophélie,Van den Berghe,F,Belgium,BEL,Belgian,1987-11-13,ZE3576541,"['P<BELVAN DEN BERGHE<<MANON<OPHÉLIE<<<<<<<<<<<', 'ZE3576541BEL871113<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-04-08,2031-04-07,5291
Lea,Gertrud,Hofer,F,Austria,AUT,Austrian,2001-03-05,TY6263083,"['P<AUTHOFER<<LEA<GERTRUD<<<<<<<<<<<<<<<<<<<<<<', 'TY6263083AUT010305<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-11-09,2032-11-08,4343
Krämer,Schmidt,Mayr,M,Austria,AUT,Austrian,1965-07-17,VQ5568720,"['P<AUTMAYR<<KRÄMER<SCHMIDT<<<<<<<<<<<<<<<<<<<<', 'VQ5568720AUT650717<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-10-11,2033-10-10,6414
Isabella,Anna,Thomsen,F,Denmark,DNK,Danish,1966-10-13,ZW0510272,"['P<DNKTHOMSEN<<ISABELLA<ANNA<<<<<<<<<<<<<<<<<<', 'ZW0510272DNK661013<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2016-06-25,2026-06-24,2888
Josephine,Emilie,Thomsen,F,Denmark,DNK,Danish,1995-09-08,EJ0215097,"['P<DNKTHOMSEN<<JOSEPHINE<EMILIE<<<<<<<<<<<<<<<', 'EJ0215097DNK950908<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2016-04-03,2026-04-02,3166
Moreau,Martin,Thomas,M,France,FRA,French,1970-02-28,KA3454909,"['P<FRATHOMAS<<MOREAU<MARTIN<<<<<<<<<<<<<<<<<<<', 'KA3454909FRA700228<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-02-21,2032-02-20,7700
Willems,Veenhoven,Wagemakers,M,Netherlands,NLD,Dutch,1992-05-05,NT6644420,"['P<NLDWAGEMAKERS<<WILLEMS<VEENHOVEN<<<<<<<<<<<', 'NT6644420NLD920505<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-09-25,2029-09-24,8748
Louise,Chloé,Marchand,F,France,FRA,French,1983-07-26,CT1668225,"['P<FRAMARCHAND<<LOUISE<CHLOÉ<<<<<<<<<<<<<<<<<<', 'CT1668225FRA830726<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-09-05,2029-09-04,2272
Nina,Lena,Kuhn,F,Switzerland,CHE,Swiss,1958-03-26,AH3963551,"['P<CHEKUHN<<NINA<LENA<<<<<<<<<<<<<<<<<<<<<<<<<', 'AH3963551CHE580326<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-07-14,2031-07-13,5057
Vilma,Liisa,Mustonen,F,Finland,FIN,Finnish,2001-09-27,RC7687509,"['P<FINMUSTONEN<<VILMA<LIISA<<<<<<<<<<<<<<<<<<<', 'RC7687509FIN010927<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-07-02,2027-07-01,4185
Antonia,Chiara,Ferrari,F,Finland,ITA,Finnish,1959-05-12,ZI7411047,"['P<ITAFERRARI<<ANTONIA<CHIARA<<<<<<<<<<<<<<<<<', 'ZI7411047ITA590512<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-01-09,2034-01-08,14
Egli,Werner,Wyss,M,Switzerland,CHE,Swiss,1994-10-12,BT2944877,"['P<CHEWYSS<<EGLI<WERNER<<<<<<<<<<<<<<<<<<<<<<<', 'BT2944877CHE941012<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-06-22,2034-06-21,5265
Martini,Lombardi,Conti,M,Italy,ITA,Italian,1986-02-10,OM2481302,"['P<ITACONTI<<MARTINI<LOMBARDI<<<<<<<<<<<<<<<<<', 'OM2481302ITA860210<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-02-25,2034-02-24,518
