name,address_city,address_street_name,address_street_number,address_postal_code,country_of_domicile,birth_date,nationality,passport_number,passport_issue_date,passport_expiry_date,gender,phone_number,email_address,marital_status,secondary_school,higher_education,employment_history,aum,inheritance_details,real_estate_details,investment_risk_profile,investment_horizon,investment_experience,type_of_mandate,preferred_markets,currency,address,client_id
Kaufmann Riedo Ackermann,Lugano,Rue de l'Hôtel-de-Ville,52,2370,Switzerland,2000-07-13,Swiss,XF1818573,2019-01-18,2029-01-17,M,+41 029 838 53 90,kaufmann.ackermann@outlook.com,single,"{'name': 'Gewerblich-industrielles Berufsbildungszentrum (BIG) Bern', 'graduation_year': 2018}","[{'university': 'University of Neuchâtel', 'graduation_year': 2023}]",[],"{'savings': 0, 'inheritance': 1020000, 'real_estate_value': 0}","{'relationship': 'grandmother', 'inheritance year': 2018, 'profession': 'Real Estate Developer'}",[],High,Long-Term,Inexperienced,Discretionary,"['Switzerland', 'Italy']",CHF,"{'city': 'Lugano', 'street name': ""Rue de l'Hôtel-de-Ville"", 'street number': 52, 'postal code': '2370'}",6273
Zbinden Baumgartner Wyss,Herisau,Stadthausplatz,21,0734,Switzerland,1959-11-16,Swiss,HH8718029,2018-05-08,2028-05-07,M,+41 077 179 43 95,zbinden.wyss@swisscom.ch,single,"{'name': 'Kantonsschule Sursee Luzern', 'graduation_year': 1979}","[{'university': 'Suffolk University in Geneva', 'graduation_year': 1984}]","[{'start_year': 1984, 'end_year': 1987, 'company': 'UBS Asset Management', 'position': 'Stockbroker', 'salary': 57000}, {'start_year': 1987, 'end_year': 1992, 'company': 'Credit Suisse Asset Management', 'position': 'Portfolio Manager', 'salary': 85000}, {'start_year': 1993, 'end_year': 1996, 'company': 'UBS Asset Management', 'position': 'Hedge Fund Manager', 'salary': 128000}, {'start_year': 1996, 'end_year': 2020, 'company': 'Credit Suisse Asset Management', 'position': 'Private Equity Investor', 'salary': 1535000}]","{'savings': 3000000, 'inheritance': 0, 'real_estate_value': 6050000}",{},"[{'property type': 'house', 'property value': 2990000, 'property location': 'Herisau'}, {'property type': 'townhouse', 'property value': 3060000, 'property location': 'Lausanne'}]",Moderate,Short,Experienced,Discretionary,"['Switzerland', 'Spain']",CHF,"{'city': 'Herisau', 'street name': 'Stadthausplatz', 'street number': 21, 'postal code': '0734'}",3701
Janssens Vandenberghe Jacobs,Ieper,Rue de la Révolution Belge,26,4519,Belgium,1990-04-29,Belgian,VD8668197,2018-05-11,2025-05-10,M,+32 0482 034 448,janssens.jacobs@icloud.com,married,"{'name': 'Institut Saint-Stanislas', 'graduation_year': 2010}","[{'university': 'Université catholique de Louvain', 'graduation_year': 2013}]","[{'start_year': 2014, 'end_year': 2019, 'company': 'RTL Belgium SA', 'position': 'Journalist', 'salary': 55000}, {'start_year': 2021, 'end_year': None, 'company': 'Vlaamse Radio- en Televisieomroeporganisatie (VRT)', 'position': 'Editor', 'salary': 51000}]","{'savings': 70000, 'inheritance': 4160000, 'real_estate_value': 2052000}","{'relationship': 'grandfather', 'inheritance year': 2016, 'profession': 'Hedge Fund Manager'}","[{'property type': 'condo', 'property value': 852000, 'property location': 'Ieper'}, {'property type': 'townhouse', 'property value': 1200000, 'property location': 'Binche'}]",Balanced,Medium,Experienced,Advisory,['Belgium'],EUR,"{'city': 'Ieper', 'street name': 'Rue de la Révolution Belge', 'street number': 26, 'postal code': '4519'}",7193
Essi Josefiina Voutilainen,Sipoo,Mikonkatu,91,06317,Finland,1984-10-07,Finnish,UQ3824896,2019-11-08,2029-11-07,F,047 667 15 18,essi.voutilainen@surffi.net,divorced,"{'name': 'Ilomantsin lukio', 'graduation_year': 2004}","[{'university': 'University of Helsinki', 'graduation_year': 2008}]","[{'start_year': 2012, 'end_year': 2013, 'company': 'Nordea Private Banking', 'position': 'Portfolio Manager', 'salary': 54000}, {'start_year': 2013, 'end_year': None, 'company': 'Nordea Private Banking', 'position': 'Wealth Manager', 'salary': 298000}]","{'savings': 430000, 'inheritance': 4110000, 'real_estate_value': 2617000}","{'relationship': 'grandfather', 'inheritance year': 2020, 'profession': 'Stock Trader'}","[{'property type': 'townhouse', 'property value': 912000, 'property location': 'Sipoo'}, {'property type': 'condo', 'property value': 685000, 'property location': 'Kokkola'}, {'property type': 'townhouse', 'property value': 1020000, 'property location': 'Joensuu'}]",Moderate,Long-Term,Experienced,Discretionary,"['Denmark', 'Finland']",EUR,"{'city': 'Sipoo', 'street name': 'Mikonkatu', 'street number': 91, 'postal code': '06317'}",9835
Schulz Krüger Schmitz,Dresden,Speicherstadt,77,95873,Germany,1978-09-03,German,KJ0584269,2017-06-17,2027-06-16,M,1891 184500,schulz.schmitz@freenet.de,married,"{'name': 'Schubert-Gymnasium München', 'graduation_year': 1998}","[{'university': 'Ludwigsburg University of Education', 'graduation_year': 2002}]","[{'start_year': 2003, 'end_year': 2004, 'company': 'Puma SE', 'position': 'Assistant Designer', 'salary': 41000}, {'start_year': 2005, 'end_year': 2010, 'company': 'Otto Group', 'position': 'Senior Designer', 'salary': 74000}, {'start_year': 2011, 'end_year': None, 'company': 'Otto Group', 'position': 'Creative Director', 'salary': 318000}]","{'savings': 440000, 'inheritance': 4150000, 'real_estate_value': 2220000}","{'relationship': 'mother', 'inheritance year': 2009, 'profession': 'Venture Capitalist'}","[{'property type': 'villa', 'property value': 2220000, 'property location': 'Dresden'}]",Moderate,Medium,Experienced,Advisory,"['Germany', 'Switzerland']",EUR,"{'city': 'Dresden', 'street name': 'Speicherstadt', 'street number': 77, 'postal code': '95873'}",6041
Amélie Adèle Jacobs,La Louvière,Rue des Sœurs Noires,52,2750,Belgium,1980-01-08,Belgian,HN0114243,2020-08-04,2027-08-03,F,+32 0444 938 658,amelie.jacobs@yahoo.com,divorced,"{'name': 'Koninklijk Atheneum Boom', 'graduation_year': 1997}","[{'university': 'Université catholique de Louvain', 'graduation_year': 2002}, {'university': 'University of Antwerp', 'graduation_year': 2008}]","[{'start_year': 2003, 'end_year': 2008, 'company': 'The Hotel Brussels', 'position': 'Hotel Manager', 'salary': 49000}, {'start_year': 2010, 'end_year': None, 'company': 'The Hotel Brussels', 'position': 'General Manager', 'salary': 146000}]","{'savings': 240000, 'inheritance': 4330000, 'real_estate_value': 4160000}","{'relationship': 'mother', 'inheritance year': 2013, 'profession': 'Real Estate Developer'}","[{'property type': 'house', 'property value': 1360000, 'property location': 'La Louvière'}, {'property type': 'condo', 'property value': 908000, 'property location': 'Roeselare'}, {'property type': 'house', 'property value': 1892000, 'property location': 'Ghent'}]",Low,Short,Expert,Advisory,"['Austria', 'Belgium']",EUR,"{'city': 'La Louvière', 'street name': 'Rue des Sœurs Noires', 'street number': 52, 'postal code': '2750'}",3533
Rieder Hinterleitner Müller,Kitzbühel,Gasometerstraße,52,5158,Austria,1970-02-16,Austrian,VG2724274,2023-12-30,2033-12-29,M,+43 270 893 6958,rieder.muller@telekom.at,widowed,"{'name': 'BRG/BORG Marchfeldstraße', 'graduation_year': 1988}","[{'university': 'Anton Bruckner Private University for Music, Drama, and Dance', 'graduation_year': 1993}]","[{'start_year': 1994, 'end_year': 1999, 'company': 'Hypo Tirol Bank AG', 'position': 'Family Office Manager', 'salary': 41000}, {'start_year': 2001, 'end_year': 2006, 'company': 'Hypo Tirol Bank AG', 'position': 'Investment Director', 'salary': 64000}, {'start_year': 2007, 'end_year': 2012, 'company': 'Hypo Tirol Bank AG', 'position': 'CFO', 'salary': 129000}, {'start_year': 2013, 'end_year': 2018, 'company': 'Erste Group Bank AG', 'position': 'COO', 'salary': 262000}, {'start_year': 2018, 'end_year': None, 'company': 'UniCredit Bank Austria AG', 'position': 'CEO', 'salary': 254000}]","{'savings': 580000, 'inheritance': 0, 'real_estate_value': 3250000}",{},"[{'property type': 'house', 'property value': 1320000, 'property location': 'Kitzbühel'}, {'property type': 'flat', 'property value': 730000, 'property location': 'Spittal an der Drau'}, {'property type': 'townhouse', 'property value': 1200000, 'property location': 'Traun'}]",Low,Medium,Expert,Advisory,"['Austria', 'Finland']",EUR,"{'city': 'Kitzbühel', 'street name': 'Gasometerstraße', 'street number': 52, 'postal code': '5158'}",985
Amélie Daphné Peeters,Poperinge,Avenue Franklin Roosevelt,28,5358,Belgium,1967-02-20,Belgian,LT5540424,2019-08-23,2026-08-22,F,0420 978 900,amelie.peeters@gmail.com,single,"{'name': 'Lycée Molière', 'graduation_year': 1986}","[{'university': 'United Business Institutes', 'graduation_year': 1989}]","[{'start_year': 1990, 'end_year': 1993, 'company': 'Cargill NV', 'position': 'Junior Trader', 'salary': 38000}, {'start_year': 1993, 'end_year': 1995, 'company': 'Glencore Belgium', 'position': 'Senior Trader', 'salary': 51000}, {'start_year': 1997, 'end_year': None, 'company': 'Trafigura Belgium NV', 'position': 'Trading Desk Manager', 'salary': 515000}]","{'savings': 950000, 'inheritance': 140000, 'real_estate_value': 1770000}","{'relationship': 'father', 'inheritance year': 2010, 'profession': 'Corporate Lawyer'}","[{'property type': 'villa', 'property value': 1770000, 'property location': 'Poperinge'}]",Moderate,Medium,Expert,Discretionary,"['Austria', 'Belgium']",EUR,"{'city': 'Poperinge', 'street name': 'Avenue Franklin Roosevelt', 'street number': 28, 'postal code': '5358'}",9009
Joyce Julia Verhoeven,Oss,Van Baerlestraat,83,6425 53,Netherlands,2003-05-06,Dutch,FS7921847,2018-12-19,2028-12-18,F,06 15653730,joyce.verhoeven@live.nl,single,"{'name': 'Veenlanden College Zoetermeer', 'graduation_year': 2021}",[],[],"{'savings': 0, 'inheritance': 2630000, 'real_estate_value': 0}","{'relationship': 'grandmother', 'inheritance year': 2020, 'profession': 'Private Equity Manager'}",[],Considerable,Long-Term,Inexperienced,Advisory,"['Germany', 'Netherlands']",EUR,"{'city': 'Oss', 'street name': 'Van Baerlestraat', 'street number': 83, 'postal code': '6425 53'}",1264
Melanie Sabrina Steiner,Schwechat,Währinger Straße,34,3376,Austria,2001-08-04,Austrian,CD9653010,2023-01-30,2033-01-29,F,+43 619 264 2579,melanie.steiner@web.at,single,"{'name': 'Akademisches Gymnasium Graz', 'graduation_year': 2019}","[{'university': 'LIMAK Austrian Business School', 'graduation_year': 2024}]",[],"{'savings': 0, 'inheritance': 2000000, 'real_estate_value': 0}","{'relationship': 'grandmother', 'inheritance year': 2017, 'profession': 'Venture Capitalist'}",[],Considerable,Long-Term,Inexperienced,Discretionary,"['Austria', 'Netherlands']",EUR,"{'city': 'Schwechat', 'street name': 'Währinger Straße', 'street number': 34, 'postal code': '3376'}",4716
Wyss Kägi Keller,Kreuzlingen,Rue des Délices,39,5259,Switzerland,1954-12-21,Swiss,BQ9807075,2017-04-13,2027-04-12,M,+41 092 824 65 68,wyss.keller@teli.ch,widowed,"{'name': 'Gymnasium am Münster Schaffhausen', 'graduation_year': 1974}","[{'university': 'University of Basel', 'graduation_year': 1979}]","[{'start_year': 1979, 'end_year': 1984, 'company': 'CMA CGM (Switzerland) SA', 'position': 'Ship Broker', 'salary': 79000}, {'start_year': 1985, 'end_year': 1990, 'company': 'CMA CGM (Switzerland) SA', 'position': 'Shipping Company Owner', 'salary': 112000}, {'start_year': 1990, 'end_year': 1991, 'company': 'Maersk Line (Switzerland) A/S', 'position': 'Fleet Manager', 'salary': 116000}, {'start_year': 1993, 'end_year': 2015, 'company': 'Hapag-Lloyd (Switzerland) AG', 'position': 'Maritime Industry Leader', 'salary': 1464000}]","{'savings': 2790000, 'inheritance': 0, 'real_estate_value': 2120000}",{},"[{'property type': 'flat', 'property value': 2120000, 'property location': 'Kreuzlingen'}]",Low,Medium,Experienced,Advisory,['Switzerland'],CHF,"{'city': 'Kreuzlingen', 'street name': 'Rue des Délices', 'street number': 39, 'postal code': '5259'}",6425
Raes Sanders Moens,Genk,Grand Place,67,7366,Belgium,1966-05-28,Belgian,SU8854493,2018-07-18,2025-07-17,M,+32 0496 526 573,raes.moens@proximus.be,single,"{'name': 'Lycee Royal Athenee Vauboisy', 'graduation_year': 1984}","[{'university': 'Hasselt University', 'graduation_year': 1990}]","[{'start_year': 1991, 'end_year': 1996, 'company': 'Louis Dreyfus Commodities Belgium', 'position': 'Junior Trader', 'salary': 54000}, {'start_year': 1998, 'end_year': 2003, 'company': 'Cargill NV', 'position': 'Senior Trader', 'salary': 78000}, {'start_year': 2005, 'end_year': 2023, 'company': 'Glencore Belgium', 'position': 'Trading Desk Manager', 'salary': 398000}]","{'savings': 680000, 'inheritance': 2980000, 'real_estate_value': 3080000}","{'relationship': 'father', 'inheritance year': 2009, 'profession': 'Stock Trader'}","[{'property type': 'flat', 'property value': 970000, 'property location': 'Genk'}, {'property type': 'condo', 'property value': 1050000, 'property location': 'Ostend'}, {'property type': 'condo', 'property value': 1060000, 'property location': 'Ostend'}]",Moderate,Medium,Expert,Advisory,"['Spain', 'Belgium']",EUR,"{'city': 'Genk', 'street name': 'Grand Place', 'street number': 67, 'postal code': '7366'}",2085
Lotti Conti Silvestri,Parma,Via Condotti,77,87140,Italy,1964-10-20,Italian,UU3441507,2017-04-27,2027-04-26,M,+39 382 2970148,lotti.silvestri@infinito.it,single,"{'name': 'Liceo Artistico Statale Umberto Boccioni Milano', 'graduation_year': 1982}","[{'university': 'University of Rome La Sapienza', 'graduation_year': 1988}]","[{'start_year': 1988, 'end_year': 1991, 'company': 'Luxottica Group S.p.A.', 'position': 'Plant Manager', 'salary': 25000}, {'start_year': 1991, 'end_year': 1995, 'company': 'Fiat Chrysler Automobiles N.V.', 'position': 'Operations Director', 'salary': 36000}, {'start_year': 1996, 'end_year': 1997, 'company': 'Luxottica Group S.p.A.', 'position': 'CEO', 'salary': 56000}, {'start_year': 1997, 'end_year': 2025, 'company': 'STMicroelectronics S.p.A.', 'position': 'Chairman', 'salary': 968000}]","{'savings': 1950000, 'inheritance': 210000, 'real_estate_value': 1050000}","{'relationship': 'mother', 'inheritance year': 2013, 'profession': 'Hedge Fund Manager'}","[{'property type': 'condo', 'property value': 1050000, 'property location': 'Parma'}]",Moderate,Medium,Experienced,Advisory,"['Finland', 'Italy']",EUR,"{'city': 'Parma', 'street name': 'Via Condotti', 'street number': 77, 'postal code': '87140'}",3157
Helmi Heta Laaksonen,Mikkeli,Fredrikinkatu,76,48554,Finland,2001-03-15,Finnish,DN3351377,2020-07-27,2030-07-26,F,+358 046 112 57 42,helmi.laaksonen@finet.fi,single,"{'name': 'Sysmän lukio', 'graduation_year': 2019}","[{'university': 'Centria University of Applied Sciences', 'graduation_year': 2010}]",[],"{'savings': 0, 'inheritance': 2650000, 'real_estate_value': 0}","{'relationship': 'grandmother', 'inheritance year': 2020, 'profession': 'Real Estate Developer'}",[],High,Medium,Inexperienced,Advisory,"['Austria', 'Finland']",EUR,"{'city': 'Mikkeli', 'street name': 'Fredrikinkatu', 'street number': 76, 'postal code': '48554'}",1600
Lotta Mari Tolvanen,Pori,Keskuskatu,5,76257,Finland,2001-04-15,Finnish,AM7480346,2021-03-24,2031-03-23,F,+358 048 586 33 75,lotta.tolvanen@telia.fi,single,"{'name': 'Leppävaaran lukio', 'graduation_year': 2020}","[{'university': 'Hanken School of Economics', 'graduation_year': 2025}]",[],"{'savings': 0, 'inheritance': 1860000, 'real_estate_value': 0}","{'relationship': 'grandfather', 'inheritance year': 2015, 'profession': 'Investment Banker'}",[],Moderate,Long-Term,Inexperienced,Discretionary,['Finland'],EUR,"{'city': 'Pori', 'street name': 'Keskuskatu', 'street number': 5, 'postal code': '76257'}",4372
Stam Verhoeven Van den Berg,Utrecht,Spoorweghaven,66,4783 83,Netherlands,2004-02-23,Dutch,SK3496648,2023-07-27,2033-07-26,M,+31 06 28425110,stam.vandenberg@chello.nl,single,"{'name': 'Hoeksch Lyceum Rotterdam', 'graduation_year': 2022}",[],[],"{'savings': 0, 'inheritance': 2300000, 'real_estate_value': 0}","{'relationship': 'grandmother', 'inheritance year': 2015, 'profession': 'Investment Banker'}",[],High,Long-Term,Inexperienced,Discretionary,['Netherlands'],EUR,"{'city': 'Utrecht', 'street name': 'Spoorweghaven', 'street number': 66, 'postal code': '4783 83'}",1432
Araceli Anaís Ruiz,Santa Cruz de Tenerife,Plaza de la Encarnación,100,53171,Spain,2003-03-26,Spanish,GX8921875,2020-12-15,2025-12-14,F,601 361 500,araceli.ruiz@ya.com,single,"{'name': 'IES Luis Vives Zaragoza', 'graduation_year': 2021}",[],[],"{'savings': 0, 'inheritance': 1070000, 'real_estate_value': 0}","{'relationship': 'grandfather', 'inheritance year': 2016, 'profession': 'Venture Capitalist'}",[],Moderate,Medium,Inexperienced,Discretionary,['Spain'],EUR,"{'city': 'Santa Cruz de Tenerife', 'street name': 'Plaza de la Encarnación', 'street number': 100, 'postal code': '53171'}",4140
Fiona Petra Fuchs,Villach,Schönlaterngasse,44,1382,Austria,1963-02-14,Austrian,,2024-11-11,2034-11-10,F,+43 717 192 2168,fiona.fuchs@hotmail.com,married,"{'name': 'Gymnasium Sacré Coeur Pressbaum', 'graduation_year': 1982}","[{'university': 'Academy of Fine Arts Vienna', 'graduation_year': 1987}]","[{'start_year': 1986, 'end_year': 1990, 'company': 'Dorda Rechtsanwalts GmbH', 'position': 'Associate Attorney', 'salary': 30000}, {'start_year': 1991, 'end_year': 1996, 'company': 'Schoenherr Rechtsanwaelte GmbH', 'position': 'Senior Associate', 'salary': 53000}, {'start_year': 1996, 'end_year': 1998, 'company': 'Schoenherr Rechtsanwaelte GmbH', 'position': 'Partner', 'salary': 71000}, {'start_year': 2000, 'end_year': 2001, 'company': 'Schoenherr Rechtsanwaelte GmbH', 'position': 'Managing Partner', 'salary': 106000}, {'start_year': 2003, 'end_year': 2023, 'company': 'Dorda Rechtsanwalts GmbH', 'position': 'Law Firm Chairman', 'salary': 580000}]","{'savings': 970000, 'inheritance': 0, 'real_estate_value': 2260000}",{},"[{'property type': 'house', 'property value': 1110000, 'property location': 'Villach'}, {'property type': 'townhouse', 'property value': 1150000, 'property location': 'Ried im Innkreis'}]",Low,Medium,Expert,Discretionary,['Austria'],EUR,"{'city': 'Villach', 'street name': 'Schönlaterngasse', 'street number': 44, 'postal code': '1382'}",5092
