name,first_name,middle_name,last_name,passport_number,currency,address_city,address_street_name,address_street_number,address_postal_code,country_of_domicile,phone_number,email_address,address,client_id
Müller Riedo Gmür,Müller,Riedo,Gmür,AD1225835,CHF,Wil,Place des Halles,77,7595,Switzerland,+41 076 514 48 38,muller.gmur@gmail.com,"{'city': 'Wil', 'street name': 'Place des Halles', 'street number': 77, 'postal code': '7595'}",6274
Ibáñez Ramos Navarro,Ibáñez,Ramos,Navarro,XR8813473,EUR,Granada,Diagonal,77,82056,Spain,633 032 712,ibanez.navarro@gmail.com,"{'city': 'Granada', 'street name': 'Diagonal', 'street number': 77, 'postal code': '82056'}",3706
Ahonen Salo Salminen,Ahonen,Salo,Salminen,LZ3742405,EUR,Guadalajara,Calle de la Estrella,47,84427,Spain,+34 613 271 828,ahonen.salminen@orange.es,"{'city': 'Guadalajara', 'street name': 'Calle de la Estrella', 'street number': 47, 'postal code': '84427'}",8914
Julia Emma Werner,Julia,Emma,Werner,OI0743048,CHF,Baden,Kirchgasse,25,9054,Switzerland,+41 096 999 58 74,julia.werner@gmail.com,"{'city': 'Baden', 'street name': 'Kirchgasse', 'street number': 25, 'postal code': '9054'}",7160
Kaufmann Burkart Müller,Kaufmann,Burkart,Müller,XJ3834007,CHF,Lucerne,Quai du Général-Guisan,48,9819,Switzerland,+41 063 026 44 02,kaufmann.muller@teli.ch,"{'city': 'Lucerne', 'street name': 'Quai du Général-Guisan', 'street number': 48, 'postal code': '9819'}",976
Mia Carolin Schmitz,Mia,Carolin,Schmitz,TC9290584,EUR,Stuttgart,Spreeufer,27,68835,Germany,+49 3948 345212,mia.schmitz@vodafone.de,"{'city': 'Stuttgart', 'street name': 'Spreeufer', 'street number': 27, 'postal code': '68835'}",8128
Kaufmann Furrer Gmür,Kaufmann,Furrer,Gmür,US8797510,CHF,Kreuzlingen,Elfenstrasse,52,3639,Switzerland,++39 046 704 40 97,kaufmann.gmur @ sunrise.ch,"{'city': 'Kreuzlingen', 'street name': 'Elfenstrasse', 'street number': 52, 'postal code': '3639'}",2412
Inès Léa Marchand,Inès,Léa,Marchand,OV7933491,EUR,Le Havre,Boulevard Sébastopol,99,62040,France,+33 04 79 71 14 51,ines.marchand@live.fr,"{'city': 'Le Havre', 'street name': 'Boulevard Sébastopol', 'street number': 99, 'postal code': '62040'}",1297
Elisabeth Roth,Elisabeth,,Roth,VM7078590,CHF,Neuchatel,Heimplatz,93,3601,Switzerland,043 816 18 21,elisabeth.roth@teli.ch,"{'city': 'Neuchatel', 'street name': 'Heimplatz', 'street number': 93, 'postal code': '3601'}",5637
Isa Daantje Snijders,Isa,Daantje,Snijders,BF4267245,EUR,Enschede,Markt,43,6599 25,Netherlands,+31 06 28747707,isa.snijders@chello.nl,"{'city': 'Enschede', 'street name': 'Markt', 'street number': 43, 'postal code': '6599 25'}",5405
Helmi Heta Savolainen,Helmi,Heta,Savolainen,TT5479035,EUR,Kotka,Neljäs linja,34,92198,Finland,+358 042 661 51 32,helmi.savolainen@surffi.net,"{'city': 'Kotka', 'street name': 'Neljäs linja', 'street number': 34, 'postal code': '92198'}",1899
Sofia Gaia Celli,Sofia,Gaia,Celli,PE9165710,EUR,Parma,Via del Tritone,22,99575,Italy,+39 348 9086122,sofia.celli@virgilio.it,"{'city': 'Parma', 'street name': 'Via del Tritone', 'street number': 22, 'postal code': '99575'}",7352
Egli Frey Ackermann,Egli,Frey,Ackermann,EV4868383,CHF,Lucerne,Rathausgasse,95,6614,Switzerland,+41 094 963 48 40,egli.ackermann@swissonline.ch,"{'city': 'Lucerne', 'street name': 'Rathausgasse', 'street number': 95, 'postal code': '6614'}",378
Louis Boucher Marchand,Louis,Boucher,Marchand,EQ3492325,EUR,Dijon,Rue de la Butte-aux-Cailles,2,39352,France,+33 00 00 72 85 15,louis.marchand@free.fr,"{'city': 'Dijon', 'street name': 'Rue de la Butte-aux-Cailles', 'street number': 2, 'postal code': '39352'}",6280
Hofer Hinterleitner Schmid,Hofer,Hinterleitner,Schmid,NZ2672649,EUR,Saalfelden,Spiegelgasse,44,6190,Austria,+43 113 005 7218,hofer.schmid@hotmail.com,"{'city': 'Saalfelden', 'street name': 'Spiegelgasse', 'street number': 44, 'postal code': '6190'}",2620
Léa Lefebvre,Léa,,Lefebvre,HH0723438,EUR,Besançon,Boulevard des Italiens,68,28229,France,+33 09 97 79 84 36,lea.lefebvre@free.fr,"{'city': 'Besançon', 'street name': 'Boulevard des Italiens', 'street number': 68, 'postal code': '28229'}",5061
Luisa Karoline Rieder,Luisa,Karoline,Rieder,EG9760432,EUR,Zwettl,Währinger Straße,82,5693,Austria,832 134 0790,luisa.rieder@vol.at,"{'city': 'Zwettl', 'street name': 'Währinger Straße', 'street number': 82, 'postal code': '5693'}",7736
Sofía Consuelo Hernández,Sofía,Consuelo,Hernández,LU3966960,EUR,Gijón,Calle de la Universidad,90,94830,Spain,+34 625 301 870,sofia.hernandez@ono.es,"{'city': 'Gijón', 'street name': 'Calle de la Universidad', 'street number': 90, 'postal code': '94830'}",2244
Dominique Caroline Werner,Dominique,Caroline,Werner,OU8433506,CHF,Thun,Mühlegasse,77,0846,Switzerland,+41 077 097 80 29,dominique.werner@hotmail.com,"{'city': 'Thun', 'street name': 'Mühlegasse', 'street number': 77, 'postal code': '0846'}",3396
Scholz Schäfer Weber,Scholz,Schäfer,Weber,XZ5867600,EUR,Fürth,Europa-Center,100,88974,Germany,+49 6328 462314,scholz.weber@yahoo.com,"{'city': 'Fürth', 'street name': 'Europa-Center', 'street number': 100, 'postal code': '88974'}",3998
Alma Cecilie Hansen,Alma, Cecilie,Hansen,GP0056517,DKK,Taastrup,Kongens Nytorv,86,3480,Denmark,69 81 59 82,alma.hansen@wanadoo.dk,"{'city': 'Taastrup', 'street name': 'Kongens Nytorv', 'street number': 86, 'postal code': '3480'}",7504
Meier Klein Mayer,Meier,Klein,Mayer,MM1768042,EUR,Wuppertal,Tauentzienstraße,52,87666,Germany,8344 783812,meier.mayer@gmail.com,"{'city': 'Wuppertal', 'street name': 'Tauentzienstraße', 'street number': 52, 'postal code': '87666'}",2076
Fabbri Rossi Galli,Fabbri,Rossi,Galli,WZ4252253,EUR,Ancona,Via Dora Riparia,39,13225,"Italy,Belgium",+39 301 4428459,fabbri.galli@yahoo.com,"{'city': 'Ancona', 'street name': 'Via Dora Riparia', 'street number': 39, 'postal code': '13225'}",22
Antonia Araceli Hernández,Antonia,Araceli,Hernández,ED3791271,EUR,Teruel,Turia Gardens,7,46905,Spain,+34 676 286 088,antonia.hernandez@orange.es,"{'city': 'Teruel', 'street name': 'Turia Gardens', 'street number': 7, 'postal code': '46905'}",4381
Chiara Dominique Frey,Chiara,Dominique,Frey,ZP9854938,CHF,Aarau,Untere Hauptgasse,19,2169,Switzerland,+41 054 379 29 67,chiara.frey@icloud.com,"{'city': 'Aarau', 'street name': 'Untere Hauptgasse', 'street number': 19, 'postal code': '2169'}",5253
Gwendolyn Isabel Maier,Gwendolyn,Isabel,Maier,ZZ0617631,EUR,Freiburg im Breisgau,Prager Straße,76,33350,Germany,2375 547378,gwendolyn.maier@hotmail.com,"{'city': 'Freiburg im Breisgau', 'street name': 'Prager Straße', 'street number': 76, 'postal code': '33350'}",7399
Barbara Chiara Zbinden,Barbara,Chiara,Zbinden,KS9788924,CHF,Herisau,Waisenhausplatz,35,0430,Switzerland,048 774 80 76,barbara.zbinden@outlook.com,"{'city': 'Herisau', 'street name': 'Waisenhausplatz', 'street number': 35, 'postal code': '0430'}",3739
Élise Anaïs Dumont,Élise,Anaïs,Dumont,WM9530772,EUR,Poperinge,Rue des Bouchers,59,0984,Belgium,0411 329 139,elise.dumont@edpnet.be,"{'city': 'Poperinge', 'street name': 'Rue des Bouchers', 'street number': 59, 'postal code': '0984'}",9203
Jessica Emma Schmitz,Jessica,Emma,Schmitz,LY4236896,EUR,Heidelberg,Johannisstraße,19,53170,Germany,6052 00524,jessica.schmitz@o2online.de,"{'city': 'Heidelberg', 'street name': 'Johannisstraße', 'street number': 19, 'postal code': '53170'}",1852
Robert Fournier Martin,Robert,Fournier,Martin,DI9989788,EUR,Reims,Quai d'Orsay,20,98454,France,+33 01 34 53 16 45,robert.martin@gmail.com,"{'city': 'Reims', 'street name': ""Quai d'Orsay"", 'street number': 20, 'postal code': '98454'}",181
Oddershede Hansen Østergaard,Oddershede,Hansen,Østergaard,XT9543845,DKK,Ikast,Rådhuspladsen,84,9213,Denmark,+45 33 40 92 98,oddershede.stergaard@tiscali.dk,"{'city': 'Ikast', 'street name': 'Rådhuspladsen', 'street number': 84, 'postal code': '9213'}",6079
Mäkinen Piirainen Mustonen,Mäkinen,Piirainen,Mustonen,QQ5301014,EUR,Espoo,Lönnrotinkatu,15,04228,Finland,+358 046 062 67 03,makinen.mustonen@outlook.com,"{'city': 'Espoo', 'street name': 'Lönnrotinkatu', 'street number': 15, 'postal code': '04228'}",7997
Willems Verhoeven Dekkers,Willems,Verhoeven,Dekkers,LC4044226,EUR,Eindhoven,Goudsesingel,36,9484 52,Netherlands,06 43029257,willems.dekkers@hotspots.nl,"{'city': 'Eindhoven', 'street name': 'Goudsesingel', 'street number': 36, 'postal code': '9484 52'}",6845
Fabbri Lotti,Fabbri,,Lotti,EY9518158,EUR,Padua,Via Solferino,41,87129,Italy,+39 327 0171134,fabbri.lotti@libero.it,"{'city': 'Padua', 'street name': 'Via Solferino', 'street number': 41, 'postal code': '87129'}",9031
Santoro Bianchi Marini,Santoro,Bianchi,Marini,KC4870189,EUR,Venice,Via Ugo Bassi,46,91710,Italy,+39 340 5712967,santoro.marini@gmail.com,"{'city': 'Venice', 'street name': 'Via Ugo Bassi', 'street number': 46, 'postal code': '91710'}",1638
Virtanen Piirainen,Virtanen,,Piirainen,KA9483932,EUR,Imatra,Keskuskatu,96,52576,Finland,+358 049 935 65 73,virtanen.piirainen@hotmail.com,"{'city': 'Imatra', 'street name': 'Keskuskatu', 'street number': 96, 'postal code': '52576'}",5298
Ophélie Hortense Simon,Ophélie,Hortense,Simon,NZ2963666,EUR,Lyon,Place de la Concorde,30,45735,France,08 64 46 37 307,ophelie.simon@live.fr,"{'city': 'Lyon', 'street name': 'Place de la Concorde', 'street number': 30, 'postal code': '45735'}",2881
Renate Melanie Binder,Renate,Melanie,Bineer,CH1422353,EUR,Ried im Innkreis,Franz-Josef-Kai,3,0300,Austria,+43 389 289 4545,renate.binder@telekom.at,"{'city': 'Ried im Innkreis', 'street name': 'Franz-Josef-Kai', 'street number': 3, 'postal code': '0300'}",3953
Sofía Almudena Rodríguez,Sofía,Almudena,Rodríguez,JW5053272,EUR,Orléans,Avenue de l'Observatoire,95,21459,France,+33 02 17 40 99 09,sofia.rodriguez@sfr.fr,"{'city': 'Orléans', 'street name': ""Avenue de l'Observatoire"", 'street number': 95, 'postal code': '21459'}",9455
Anniina Josefiina Ahonen,Anniina,Josefiina,Ahonen,WV6832992,EUR,Kauniainen,Kruununhaka,81,30923,Finland,041 250 68 06,anniina.ahonen@outlook.com,"{'city': 'Kauniainen', 'street name': 'Kruununhaka', 'street number': 81, 'postal code': '30923'}",8587
Daphné Florence Lambrechts,Daphné,Florence,Lambrechts,CI2938374,EUR,Leuven,Rue des Bouchers,20,4145,Belgium,0444 306 035,daphne.lambrechts@belgacom.be,"{'city': 'Leuven', 'street name': 'Rue des Bouchers', 'street number': 20, 'postal code': '4145'}",9667
Robert Lefebvre,Robert,,Lefebvre,TL9174504,EUR,Paris,Boulevard Arago,11,38171,France,+33 01 31 64 61 81,robert.lefebvre@bbox.fr,"{'city': 'Paris', 'street name': 'Boulevard Arago', 'street number': 11, 'postal code': '38171'}",4944
Lehmann Ackermann Zbinden,Lehmann,Ackermann,Zbinden,RU4981820,CHF,Wil,Altstadt,88,7305,Switzerland,+41 065 267 54 23,lehmann.zbinden@swissonline.ch,"{'city': 'Wil', 'street name': 'Altstadt', 'street number': 88, 'postal code': '7305'}",5896
Almudena Catalina González,Almudena,Catalina,Muñoz,WS7600636,EUR,Seville,Calle de San Juan Bautista,48,34449,Spain,+34 614 091 510,almudena.gonzalez@terra.es,"{'city': 'Seville', 'street name': 'Calle de San Juan Bautista', 'street number': 48, 'postal code': '34449'}",4178
Stevens Voorn Brinkman,Stevens,Voorn,Brinkman,GL2767318,EUR,Arnhem,Maliebaan,14,8065 05,Netherlands,+31 06 31688847,stevens.brinkman@outlook.com,"{'city': 'Arnhem', 'street name': 'Maliebaan', 'street number': 14, 'postal code': '8065 05'}",2875
Jacqueline Benita Krüger,Jacqueline,Benita,Krüger,KN8777253,EUR,Gelsenkirchen,Bismarckallee,40,42299,Germany,2846 448701,jacqueline.kruger@yahoo.com,"{'city': 'Gelsenkirchen', 'street name': 'Bismarckallee', 'street number': 40, 'postal code': '42299'}",511
Sofia Lina Koch,Sofia,Lina,Koch,ZO6611177,EUR,Munich,Rathausstraße,69,89888,Germany,,sofia.koch@web.de,"{'city': 'Munich', 'street name': 'Rathausstraße', 'street number': 69, 'postal code': '89888'}",2049
María Carmen Gómez,María,Carmen,Gómez,TK6938172,EUR,Madrid,Plaza de la Encarnación,39,65134,Spain,+34 616 853 935,maria.gomez@gmail.es,"{'city': 'Madrid', 'street name': 'Plaza de la Encarnación', 'street number': 39, 'postal code': '65134'}",8573
Alice Delphine Dubois,Alice,Delphine,Dubois,SQ3236272,EUR,Grenoble,Boulevard Richard Lenoir,64,49080,France,+33 00 84 94 64 26,alice.dubois@sfr.fr,"{'city': 'Grenoble', 'street name': 'Boulevard Richard Lenoir', 'street number': 64, 'postal code': '49080'}",7709
Díaz Jiménez Soto,Díaz,Jiménez,Soto,YY6771726,EUR,Valladolid,Calle de Serranos,97,25947,Spain,+34 668 621 694,diaz.soto@wanadoo.es,"{'city': 'Valladolid', 'street name': 'Calle de Serranos', 'street number': 97, 'postal code': '25947'}",723
Huber Kägi Lehmann,Huber,Kägi,Lehmann,JH3997996,CHF,Zurich,Gertrudstrasse,79,1517,Switzerland,+41 061 470 68 68,huber.lehmann@outlook.com,"{'city': 'Zurich', 'street name': 'Gertrudstrasse', 'street number': 79, 'postal code': '1517'}",9693
Louis Nicolas Richard,Louis,Nicolas,Richard,MB3935033,EUR,Toulon,Rue Elzévir,8,08867,France,+33 07 16 75 49 78,louis.richard@neuf.fr,"{'city': 'Toulon', 'street name': 'Rue Elzévir', 'street number': 8, 'postal code': '08867'}",8741
Emma Katharina Mayer,Emma,Katharina,Mayer,IX8936824,EUR,Gelsenkirchen,Rathausstraße,22,49747,Germany,+49 3348 446152,emma.mayer@gmx.de,"{'city': 'Gelsenkirchen', 'street name': 'Rathausstraße', 'street number': 22, 'postal code': '49747'}",5862
Schneider Frey,Schneider,,Frey,RG6981316,CHF,Basel,Spitalgasse,16,4563,Switzerland,+41 018 992 78 48,schneider.frey@icloud.com,"{'city': 'Basel', 'street name': 'Spitalgasse', 'street number': 16, 'postal code': '4563'}",347
Eva Alma Jørgensen,Eva,Alma,Jørgensen,ER7951636,DKK,Gladsaxe,Store Kannikestræde,96,3267,Denmark,76 04 78 15,eva.jrgensen@wanadoo.dk,"{'city': 'Gladsaxe', 'street name': 'Store Kannikestræde', 'street number': 96, 'postal code': '3267'}",8325
Muñoz Jiménez,Muñoz,,Jiménez,WA3741040,EUR,Logroño,Plaza de la República Dominicana,24,05755,Spain,+3 620 264 044,munoz.jimenez@gmail.es,"{'city': 'Logroño', 'street name': 'Plaza de la República Dominicana', 'street number': 24, 'postal code': '05755'}",5608
Petra Melanie Krämer,Petra,Melanie,Krämer,JM5636024,EUR,Linz,Dominikanerbastei,46,8311,Austria,+43 861 441 8333,petra.kramer@upc.at,"{'city': 'Linz', 'street name': 'Dominikanerbastei', 'street number': 46, 'postal code': '8311'}",175
Thiry Segers,Thiry,,Segers,VU2224980,EUR,Ostend,Rue de l'Église,45,3531,Belgium,0441 776 314,thiry.segers@proximus.be,"{'city': 'Ostend', 'street name': ""Rue de l'Église"", 'street number': 45, 'postal code': '3531'}",949
Smets Goossens De Smet,Smets,Goossens,De Smet,MD1666705,EUR,Wavre,Place Jourdan,67,0953,Belgium,+32 0432 401 706,smets.desmet@skype.be,"{'city': 'Wavre', 'street name': 'Place Jourdan', 'street number': 67, 'postal code': '0953'}",8117
Moens Roelandts Roose,Moens,Roelandts,Roose,VW7921325,EUR,Leuven,Rue de la Loi,44,9529,Belgium,+32 0426 287 311,moens.roose@gmail.com,"{'city': 'Leuven', 'street name': 'Rue de la Loi', 'street number': 44, 'postal code': '9529'}",7963
Daniela Chiara Frey,Daniela,Chiara,Frey,DM1437919,CHF,Wil,Place de la Navigation,22,3531,Switzerland,+41 082 633 40 16,daniela.frey@swisscom.ch,"{'city': 'Wil', 'street name': 'Place de la Navigation', 'street number': 22, 'postal code': '3531'}",1255
Francisca Fleur Janssen,Francisca,Fleur,Janssen,BW6018204,EUR,Arnhem,Waldeck Pyrmontkade,34,0367 10,Netherlands,+31 06 69004214,francisca.janssen@tele2.nl,"{'city': 'Arnhem', 'street name': 'Waldeck Pyrmontkade', 'street number': 34, 'postal code': '0367 10'}",4727
Anna Jost,Anna,,Jost,GB1914229,CHF,Aarau,Limmatquai,99,7808,Switzerland,+41 024 957 30 58,anna.jost@yahoo.com,"{'city': 'Aarau', 'street name': 'Limmatquai', 'street number': 99, 'postal code': '7808'}",6070
Antonia Chiara Galli,Antonia,Chiara,Galli,MW7756773,EUR,Genoa,Via XXV Aprile,31,07212,Italy,+39 363 6953255,antonia.galli@alice.it,"{'city': 'Genoa', 'street name': 'Via XXV Aprile', 'street number': 31, 'postal code': '07212'}",9804
Santoro Bruno Livi,Santoro,Bruno,Livi,EN6076315,EUR,Udine,Via Roma,26,93405,Italy,+39 331 3288312,santoro.livi@outlook.com,"{'city': 'Udine', 'street name': 'Via Roma', 'street number': 26, 'postal code': '93405'}",188
Stam Willems Wagemakers,Stam,Willems,Wagemakers,LR2052555,EUR,Arnhem,Utrechtsedwarsstraat,57,8512 41,Netherlands,+31 06 75505677,stam.wagemakers@kpnmail.nl,"{'city': 'Arnhem', 'street name': 'Utrechtsedwarsstraat', 'street number': 57, 'postal code': '8512 41'}",9038
Hagenbuch Burkart Kuhn,Hagenbuch,Burkart,Kuhn,GX6050724,CHF,Appenzell,Quai du Général-Guisan,21,0779,Switzerland,+41 074 725 01 54,hagenbuch.kuhn@lycos.ch,"{'city': 'Appenzell', 'street name': 'Quai du Général-Guisan', 'street number': 21, 'postal code': '0779'}",3502
Janssen Kuipers Voorn,Janssen,Kuipers,Voorn,LX9885078,EUR,Roosendaal,Nieuwmarkt,26,9763 06,Netherlands,+31 06 88891085,janssen.voorn@outlook.com,"{'city': 'Roosendaal', 'street name': 'Nieuwmarkt', 'street number': 26, 'postal code': '9763 06'}",6242
Laura Savolainen,Laura,,Savolainen,RX8158416,EUR,Dijon,Boulevard Richard Lenoir,45,85992,France,+33 00 04 28 27 01,laura.savolainen@orange.fr,"{'city': 'Dijon', 'street name': 'Boulevard Richard Lenoir', 'street number': 45, 'postal code': '85992'}",7390
Camilla Østergaard,Camilla,,Østergaard,SQ6190981,DKK,Horsens,Krimsvej,32,3774,Denmark,+45 63 28 05 08,camilla.stergaard@wanadoo.dk,"{'city': 'Horsens', 'street name': 'Krimsvej', 'street number': 32, 'postal code': '3774'}",3730
Brunner Jost Schmid,Brunner,Jost,Schmid,SL5991602,EUR,Wels,Landstraßer Hauptstraße,79,5117,Austria,476 756 2444,brunner.schmid@liwest.at,"{'city': 'Wels', 'street name': 'Landstraßer Hauptstraße', 'street number': 79, 'postal code': '5117'}",1067
Sabrina Fiona Kaiser,Sabrina,Fiona,Kaiser,XE5946228,EUR,Hallein,Enzersdorfer Straße,39,5477,Austria,+43 230 203 2124,sabrina.kaiser@gmail.com,"{'city': 'Hallein', 'street name': 'Enzersdorfer Straße', 'street number': 39, 'postal code': '5477'}",4515
Meijer Veenhoven De Jong,Meijer,Veenhoven,De Jong,BI7282645,EUR,Venlo,Maliebaan,76,7640 60,Netherlands,+31 06 78424003,meijer.dejong@live.nl,"{'city': 'Venlo', 'street name': 'Maliebaan', 'street number': 76, 'postal code': '7640 60'}",6626
Costanza Gaia Giordano,Costanza,Gaia,Giordano,AR4779077,EUR,Venice,Via Nazionale,65,88625,Italy,+39 311 0590745,costanza.giordano@tiscali.it,"{'city': 'Venice', 'street name': 'Via Nazionale', 'street number': 65, 'postal code': '88625'}",3354
Britt Astrid Veenhoven,Britt,Astrid,Veenhoven,KQ8674284,EUR,Hoofddorp,Waterlooplein,55,7659 37,Netherlands,+31 06 59856098,britt.veenhoven@hetnet.nl,"{'city': 'Hoofddorp', 'street name': 'Waterlooplein', 'street number': 55, 'postal code': '7659 37'}",2286
Maes Mertens Dumont,Maes,Mertens,Dumont,NK2295058,EUR,Geel,Avenue de la Toison d'Or,65,5772,Belgium,+32 0400 990 314,maes.dumont@telenet.be,"{'city': 'Geel', 'street name': ""Avenue de la Toison d'Or"", 'street number': 65, 'postal code': '5772'}",1403
Janssens Smets Mertens,Janssens,Smets,Mertens,WL0066513,EUR,Leuven,Place Saint-Géry,7,0539,Belgium,+32 0435 606 255,janssens.mertens@gmail.com,"{'city': 'Leuven', 'street name': 'Place Saint-Géry', 'street number': 7, 'postal code': '0539'}",4171
Gertrud Franziska Fischer,Gertrud,Franziska,Fischer,CF4943056,EUR,Saalfelden,Gasometerstraße,9,0212,Austria,380 012 4319,gertrud.fischer@gmail.com,"{'city': 'Saalfelden', 'street name': 'Gasometerstraße', 'street number': 9, 'postal code': '0212'}",1631
Manon Ophélie Van den Berghe,Manon,Ophélie,Van den Berghe,ZE3576541,EUR,Geel,Rue Neuve,96,1299,Belgium,+32 0484 833 187,manon.vandenberghe@telenet.be,"{'city': 'Geel', 'street name': 'Rue Neuve', 'street number': 96, 'postal code': '1299'}",5291
Lea Gertrud Hofer,Lea,Gertrud,Hofer,TY6263083,EUR,Klagenfurt,Kärntner Straße,93,8731,Austria,329 730 1061,lea.hofer@aon.at,"{'city': 'Klagenfurt', 'street name': 'Kärntner Straße', 'street number': 93, 'postal code': '8731'}",4343
Krämer Schmidt Mayr,Krämer,Schmidt,Mayr,VQ5568720,EUR,Hallein,Graben,79,8220,Austria,+43 212 244 6197,kramer.mayr@web.at,"{'city': 'Hallein', 'street name': 'Graben', 'street number': 79, 'postal code': '8220'}",6414
Isabella Anna Thomsen,Isabella,Anna,Thomsen,ZW0510272,DKK,Hillerød,Store Kannikestræde,3,8547,Denmark,05 27 28 67,isabella.thomsen@wanadoo.dk,"{'city': 'Hillerød', 'street name': 'Store Kannikestræde', 'street number': 3, 'postal code': '8547'}",2888
Josephine Emilie Thomsen,Josephine,Emilie,Thomsen,EJ0215097,DKK,Aalborg,Vandkunsten,91,4588,Denmark,+45 14 45 96 71,josephine.thomsen@yahoo.com,"{'city': 'Aalborg', 'street name': 'Vandkunsten', 'street number': 91, 'postal code': '4588'}",3166
