currency,address_city,country_of_domicile,birth_date,nationality,gender,marital_status,higher_education,investment_risk_profile,investment_horizon,investment_experience,type_of_mandate,preferred_markets,aum_savings,aum_inheritance,aum_real_estate_value,inheritance_details_relationship,inheritance_details_profession,inheritance_details_inheritance year,Family Background,Education Background,Wealth Summary,Client Summary,country,label
EUR,Ried im Innkreis,Austria,4/30/98,Austrian,M,married,1,Moderate,Long-Term,Inexperienced,Advisory,['Austria'],20000,1120000,0,grandfather,Real Estate Developer,2018,Gruber Krämer Rieder has been happily married to Anna since 2023. They do not have any children.,"In 2016, Gruber graduated from BORG Graz Liebenau with a secondary school diploma.
After that, he went on to study at New Design University St. Pölten until 2011.
","He managed to save approximately 20000 EUR from his earnings at all companies.
Client does not have any properties.In 2018, he received an inheritance of 1120000 EUR from his late grandfather, who was a prominent Real Estate Developer, and has since invested it in various assets.
","In conclusion, we are confident in the client's financial stability and future prospects.
",Austria,0
CHF,Baden,Switzerland,8/18/73,Swiss,F,married,1,Low,Short,Experienced,Discretionary,"['Switzerland', 'Italy']",1170000,7190000,4270000,mother,Investment Banker,2012,Amanda Florine Baumgartner has been happily married to Weber since 2005. Their child is  named Gasser.,"Amanda completed her secondary education at Gewerblich-industrielles Berufsbildungszentrum (BIG) Bern in 1992.
In 1997, Amanda graduated from University of Bern with a degree.
","Throughout her career, she saved 1170000 CHF, investing in various assets to grow her wealth.
She owns villa in Baden, where she resides. It is worth 4270000 CHF.

She inherited 7190000 CHF from her mother, a well-known Investment Banker, in 2012, allowing her to expand her investment portfolio.
","In light of the above, we are optimistic about the client's financial future and career progression and are eager to welcome her as a new client.
",Switzerland,1
EUR,Brussels,Belgium,4/8/02,German,F,single,1,Moderate,Medium,Inexperienced,Advisory,"['Germany', 'Belgium']",0,1570000,0,grandmother,Venture Capitalist,2020,Gwendolyn Jessica Schmitt is currently single. She does not have any children.,"In 2021, Gwendolyn graduated from Albert-Schweitzer-Gymnasium Hamburg with a secondary school diploma.
","She did not save any money from her earnings.
Client does not have any properties.She inherited 1570000 EUR from her grandmother, a well-known Venture Capitalist, in 2020, allowing her to expand her investment portfolio.
","The RM is excited to help Gwendolyn navigate the challenges of starting a career and building a strong financial foundation.
",Germany,0
DKK,Roskilde,Denmark,9/27/64,Danish,F,divorced,1,Low,Medium,Experienced,Discretionary,['Denmark'],3560000,11010000,4900000,father,Stock Trader,2012,Cecilie Alma Haugaard is currently divorced. She has 1 kid called Pedersen.," Cecilie graduated from Sorø Akademi in 1984.
 Cecilie earned her degree from Roskilde University in 1988.
","While working, she saved 3560000 DKK, which she used to build a diversified investment portfolio.
She has invested in several rental properties across various locations, generating additional income. The properties are valued at 4900000 DKK.


In addition to her career success, she also received an inheritance of 11010000 DKK from her late father, a renowned Stock Trader, in 2012.
","Given the client's impressive career history and financial discipline, we are confident in her ability to achieve financial success and security.
",Denmark,1
DKK,Skanderborg,Denmark,8/27/70,Danish,M,married,1,Moderate,Short,Experienced,Advisory,['Denmark'],2700000,34540000,1440000,father,Corporate Lawyer,2008,"Petersen Christensen Møller and Christine tied the knot in 2001. Petersen and Christine have 3 children, named Louise, Ellen and Jørgensen.","Petersen earned his secondary school diploma from Randers Statsskole in 1988.
Petersen completed his university studies at Aarhus University in 1994.
","Throughout his career, he saved 2700000 DKK, investing in various assets to grow his wealth.
He owns townhouse in Skanderborg, where he resides. It is worth 1440000 DKK.


Following the passing of his father, a successful Corporate Lawyer, he received an inheritance of 34540000 DKK in 2008, which he has used to secure his financial future.

","In conclusion, we are confident in the client's financial stability and future prospects.
",Denmark,1
EUR,Sint-Niklaas,Belgium,4/11/67,Belgian,F,divorced,1,Low,Short,Expert,Discretionary,"['Spain', 'Belgium']",1420000,146000,0,grandfather,Private Equity Manager,2005,Florence Juliette Goossens is currently divorced. Her child is named Hermans.,"In 1985, Florence graduated from Institut Notre-Dame de la Paix with a secondary school diploma.
Florence graduated from Thomas More University of Applied Sciences in 1991, completing her higher education.
","Throughout her career, she saved 1420000 EUR, investing in various assets to grow her wealth.
Client does not have any properties.
Following the passing of her grandfather, a successful Private Equity Manager, she received an inheritance of 146000 EUR in 2005, which she has used to secure her financial future.

","The RM knows the client very well and is a good friend of the entire family.
",Belgium,1
DKK,Silkeborg,Denmark,6/22/80,Danish,F,married,1,Low,Short,Experienced,Discretionary,['Denmark'],2610000,8510000,6533000,grandmother,Corporate Lawyer,2014,"Josephine Ellen Kristensen and Laursen have been married since 2010. Josephine and Laursen have 2 children, named  Cecilie and Idun.","Josephine finished secondary school at Rysensteen Gymnasium in 1998.
She then attended University College Capital, which she graduated in 2004.
","During her work, she focused on financial growth, making diverse investments and ultimately saving 2610000 DKK.
She has villa located in Silkeborg, worth 2620000 DKK.

In addition to her primary residence, she owns house in Svendborg worth 1853000 DKK.

On top of that she inherited a beautiful house in Silkeborg, which could be used as a weekend getaway. It is valued at 2060000 DKK.

In addition to her career success, she also received an inheritance of 8510000 DKK from her late grandmother, a renowned Corporate Lawyer, in 2014.
","The RM is very happy to have Josephine as a customer and is looking forward to a long and successful cooperation.
",Denmark,1
DKK,Aarhus,Denmark,7/26/61,Danish,F,married,1,Low,Medium,Experienced,Advisory,"['Denmark', 'Italy']",6220000,0,4354000,,,,Gitte Louise Pedersen and Haugaard tied the knot in 1992. They do not have any children.,"Gitte received her secondary school diploma from Rysensteen Gymnasium in 1981.
In 1985, Gitte graduated from University of Southern Denmark with a degree.
","During her work, she focused on financial growth, making diverse investments and ultimately saving 6220000 DKK.
She has villa located in Aarhus, worth 1824000 DKK.

She purchased townhouse in Skanderborg, where she spends her holidays. It is valued at 1340000 DKK.
On top of that she inherited a beautiful flat in Vejle, which could be used as a weekend getaway. It is valued at 1190000 DKK.
She does not have any inheritances.","The RM knows the client very well and is a good friend of the entire family.
",Denmark,1
EUR,Maaseik,Belgium,6/18/61,Belgian,F,married,1,Moderate,Medium,Expert,Advisory,"['Belgium', 'Italy']",770000,0,5170000,,,,Olivia Fatima Dupont and Vandenberghe have been married since 1994. They are proud parents of 2 children: Roose and Sterckx.,"Olivia completed her secondary education at Koninklijk Atheneum Berchem in 1981.
Olivia completed her university studies at KU Leuven in 1986.
","She managed to save approximately 770000 EUR from her earnings at all companies.
Her remarkable portfolio comprises 3 stunning properties. Situated in prime locations across Bruges, Maaseik and Antwerp, these assets demonstrate their sophisticated understanding of real estate investments and high-end lifestyle preferences.
She does not have any inheritances.","The RM is very happy to have Olivia as a customer and is looking forward to a long and successful cooperation.
",Belgium,1
EUR,Bochum,Germany,6/24/59,German,M,married,1,Low,Short,Experienced,Advisory,['Germany'],1820000,0,4260000,,,,Koch Maier Zimmermann and Hanna tied the knot in 1995. Together they have 1 kid called Henriette.,"In 1977, Koch graduated from Staatliches Gymnasium am Obersalzberg with a secondary school diploma.
In 1982, Koch graduated from Zeppelin University with a degree.
","During his work, he focused on financial growth, making diverse investments and ultimately saving 1820000 EUR.
He owns 3 exceptional properties: villa located in Bochum, valued at approximately 2,400,000.00 EUR, condo located in Karlsruhe, valued at approximately 1,110,000.00 EUR, flat located in Essen, valued at approximately 750,000.00 EUR. This impressive collection showcases his flair for luxury living and investment prowess, with a notable presence in Karlsruhe, Bochum and Essen.
He does not have any inheritances.","The RM is very happy to have Koch as a customer and is looking forward to a long and successful cooperation.
",Germany,1
EUR,Padua,Italy,7/15/65,German,F,married,1,Low,Short,Experienced,Discretionary,"['Germany', 'Italy']",1610000,2400000,1030000,grandfather,Tech Entrepreneur,2010,Kristin Isabel Wagner and Scholz tied the knot in 1994. They do not have any children.,"Kristin completed her secondary education at Erasmus-Grasser-Gymnasium München in 1983.
She then attended Technical University of Berlin, which she graduated in 1989.
","During her work, she focused on financial growth, making diverse investments and ultimately saving 1610000 EUR.
She owns house in Padua, where she resides. It is worth 1030000 EUR.


In addition to her career success, she also received an inheritance of 2400000 EUR from her late grandfather, a renowned Tech Entrepreneur, in 2010.
","In summary, Kristin has demonstrated a strong work ethic and financial acumen, positioning them well for the future.
",Germany,1
